transaction_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,,,
1822,1151,10/16/2017,0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,40670,,,
859,2142,10/10/2017,1,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295,,,
1823,553,6/3/2017,0,Approved,Solex,Standard,medium,medium,575.27,431.45,42404,,,
1824,1048,3/14/2017,1,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659,,,
1677,5,5/3/2017,0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,37626,,,
1825,2872,10/18/2017,0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,37626,,,
861,636,12/11/2017,0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996,,,
1268,2797,9/2/2017,1,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,38002,,,
1826,2784,8/17/2017,0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172,,,
697,57,11/22/2017,0,Approved,Solex,Standard,medium,medium,1945.43,333.18,33429,,,
1827,291,11/20/2017,1,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031,,,
1828,1750,5/31/2017,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,38859,,,
1390,3480,1/26/2017,0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701,,,
560,2490,5/12/2017,0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,33429,,,
1829,536,11/28/2017,0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,41922,,,
117,1591,7/23/2017,0,Approved,Solex,Standard,medium,medium,71.49,53.62,33549,,,
1584,1797,2/17/2017,1,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626,,,
1830,1919,8/26/2017,0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556,,,
1831,654,7/19/2017,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848,,,
1760,473,6/28/2017,1,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,37539,,,
548,1574,10/16/2017,1,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,37626,,,
369,2109,4/1/2017,0,Approved,Solex,Standard,low,medium,945.04,507.58,35560,,,
1832,2104,5/15/2017,0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367,,,
422,1250,10/1/2017,1,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258,,,
871,1946,1/8/2017,1,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105,,,
1408,2388,1/16/2017,1,Approved,Solex,Standard,medium,medium,478.16,298.72,34143,,,
1833,2193,2/14/2017,0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,41533,,,
1834,39,11/26/2017,0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879,,,
1474,3007,7/16/2017,0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701,,,
1115,2435,7/30/2017,1,Approved,Solex,Standard,medium,large,1061.56,733.58,34170,,,
1835,2918,10/18/2017,1,Approved,OHM Cycles,Road,medium,small,1810,1610.9,39427,,,
1237,1942,4/14/2017,1,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880,,,
1836,2514,11/14/2017,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,37659,,,
1837,3246,5/11/2017,1,Approved,Solex,Road,medium,small,1703.52,1516.13,38693,,,
1838,2495,4/6/2017,0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345,,,
1839,3137,8/2/2017,1,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659,,,
1840,2173,2/27/2017,0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38193,,,
1841,190,6/6/2017,1,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455,,,
1118,1473,10/10/2017,1,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42145,,,
1627,2170,11/16/2017,1,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336,,,
1842,3357,7/24/2017,0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165,,,
1843,653,4/19/2017,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,37873,,,
1844,593,4/16/2017,0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245,,,
369,2109,8/31/2017,1,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,35560,,,
1845,1318,6/20/2017,0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,38193,,,
1846,1291,7/3/2017,1,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047,,,
1847,1763,11/21/2017,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,41922,,,
888,906,5/2/2017,0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,33879,,,
1848,3312,8/1/2017,1,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259,,,
1769,1916,7/18/2017,1,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,42696,,,
900,99,10/18/2017,1,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668,,,
1264,1290,5/9/2017,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,36367,,,
1208,173,11/18/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40670,,,
1813,851,12/21/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40336,,,
1660,738,9/7/2017,0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838,,,
1849,646,7/7/2017,1,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,34143,,,
1351,1713,12/24/2017,0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,41064,,,
297,58,11/13/2017,0,Approved,Solex,Standard,high,medium,748.17,448.9,36361,,,
1850,392,8/14/2017,1,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295,,,
1851,2136,5/26/2017,0,Approved,Solex,Standard,medium,medium,1945.43,333.18,36668,,,
716,2981,4/9/2017,0,Approved,Solex,Standard,medium,medium,71.49,53.62,41167,,,
1613,2760,11/14/2017,1,Approved,Solex,Standard,medium,medium,100.35,75.26,36367,,,
1061,2046,1/2/2017,1,Approved,Solex,Standard,high,medium,748.17,448.9,42105,,,
644,1874,6/24/2017,0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36367,,,
1852,2674,11/16/2017,0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220,,,
840,2505,12/12/2017,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334,,,
1066,346,6/18/2017,0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071,,,
1853,443,4/28/2017,1,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,36361,,,
1854,2506,2/18/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167,,,
356,1683,7/31/2017,0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,33552,,,
1855,946,1/21/2017,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879,,,
606,46,11/7/2017,1,Approved,Solex,Standard,medium,medium,100.35,75.26,36833,,,
1155,347,6/15/2017,0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,34556,,,
1856,3184,10/7/2017,0,Approved,Solex,Standard,medium,medium,1945.43,333.18,38859,,,
445,344,8/23/2017,1,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,37499,,,
1118,1473,1/4/2017,0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,41047,,,
1857,1323,4/18/2017,0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,38859,,,
1858,1912,10/28/2017,0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880,,,
1859,2892,7/7/2017,0,Approved,Solex,Standard,high,medium,748.17,448.9,34527,,,
1556,3170,11/16/2017,0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427,,,
318,506,5/7/2017,0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533,,,
1860,739,4/18/2017,1,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193,,,
1194,1252,8/20/2017,0,Approved,Solex,Standard,medium,medium,575.27,431.45,38482,,,
1861,189,3/22/2017,0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115,,,
1862,1230,5/9/2017,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38859,,,
1119,3469,11/24/2017,1,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,37539,,,
1371,2273,6/6/2017,0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,33888,,,
1863,795,2/7/2017,0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586,,,
69,2192,8/31/2017,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470,,,
1864,1279,7/19/2017,0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838,,,
1865,1755,4/29/2017,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031,,,
1866,1214,4/19/2017,0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499,,,
1867,1613,10/1/2017,0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220,,,
12,2783,6/21/2017,1,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,40779,,,
396,2498,10/17/2017,0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226,,,
549,132,12/23/2017,1,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,37220,,,
1577,902,10/16/2017,0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701,,,
800,2384,5/6/2017,1,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,41848,,,
1799,174,10/23/2017,0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533,,,
1868,1773,7/28/2017,1,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,34556,,,
1869,2444,4/16/2017,0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698,,,
1870,1255,10/13/2017,0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455,,,
1871,2534,7/13/2017,1,Approved,Solex,Road,medium,small,1703.52,1516.13,33549,,,
536,149,10/17/2017,1,Cancelled,OHM Cycles,Road,medium,medium,742.54,667.4,42560,,,
1872,151,9/20/2017,1,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,35378,,,
1205,249,11/13/2017,0,Approved,Solex,Standard,high,medium,748.17,448.9,33552,,,
673,669,11/27/2017,1,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553,,,
1873,1964,4/24/2017,0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37539,,,
913,34,4/7/2017,0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533,,,
1874,602,5/17/2017,1,Approved,Solex,Standard,medium,medium,100.35,75.26,36833,,,
131,2183,12/20/2017,0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,34115,,,
1875,3062,11/14/2017,1,Approved,Solex,Standard,medium,medium,100.35,75.26,36367,,,
1876,2986,3/31/2017,0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364,,,
1877,2705,12/28/2017,1,Approved,OHM Cycles,Road,medium,small,1810,1610.9,39526,,,
725,269,7/15/2017,0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40336,,,
1878,3172,8/4/2017,1,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838,,,
1482,576,10/30/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38258,,,
1879,1768,6/23/2017,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146,,,
1292,1725,9/21/2017,1,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,33552,,,
1460,1689,8/16/2017,1,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40410,,,
1179,2205,7/13/2017,1,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364,,,
1273,240,4/9/2017,0,Cancelled,Norco Bicycles,Road,medium,large,1240.31,795.1,33429,,,
128,2403,8/2/2017,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031,,,
731,3028,11/7/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,33259,,,
1880,1833,1/4/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40649,,,
1881,2396,4/22/2017,0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298,,,
513,2826,8/12/2017,0,Approved,Solex,Road,medium,medium,416.98,312.74,35560,,,
507,2336,7/29/2017,0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487,,,
1882,3090,6/15/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361,,,
417,2820,10/8/2017,1,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,35455,,,
1883,430,4/1/2017,0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,38859,,,
1047,2372,8/31/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361,,,
1884,1823,5/1/2017,1,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922,,,
1885,1299,7/6/2017,1,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,33455,,,
1224,2715,9/17/2017,0,Approved,OHM Cycles,Road,medium,small,1810,1610.9,39526,,,
1599,1748,9/10/2017,1,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,35707,,,
1886,298,3/7/2017,0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649,,,
252,3467,4/17/2017,1,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220,,,
1887,2415,11/17/2017,0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823,,,
431,167,1/15/2017,1,Approved,Solex,Standard,medium,medium,1163.89,589.27,34586,,,
443,647,8/22/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,33879,,,
979,3365,1/5/2017,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470,,,
1868,1773,12/22/2017,0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,41047,,,
1577,902,11/6/2017,1,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226,,,
1604,888,2/2/2017,1,Approved,Solex,Standard,high,medium,1024.66,614.8,35378,,,
733,2158,5/3/2017,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879,,,
1888,336,10/9/2017,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031,,,
1361,3225,4/4/2017,1,Approved,Solex,Standard,medium,medium,575.27,431.45,34244,,,
1889,187,8/21/2017,1,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064,,,
1890,489,2/6/2017,1,Approved,Solex,Road,medium,large,1777.8,820.78,37337,,,
1891,1635,2/7/2017,0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303,,,
1868,1773,3/16/2017,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,33879,,,
1892,2068,7/24/2017,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334,,,
408,2659,12/25/2017,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218,,,
1893,1752,7/11/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167,,,
1894,1776,9/28/2017,1,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,35667,,,
1895,2196,3/12/2017,0,Approved,Solex,Standard,high,medium,1024.66,614.8,42105,,,
1896,2707,2/28/2017,0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,33429,,,
1400,2616,7/4/2017,0,Approved,OHM Cycles,Road,medium,small,1810,1610.9,39427,,,
584,2853,7/1/2017,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,37626,,,
1897,1822,6/13/2017,1,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659,,,
766,637,4/11/2017,0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779,,,
1069,3498,8/25/2017,0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367,,,
524,2633,10/9/2017,1,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,42458,,,
1898,1703,4/4/2017,0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37539,,,
1899,2648,9/18/2017,0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378,,,
808,3433,4/15/2017,0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696,,,
1900,2887,1/25/2017,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345,,,
1375,1074,9/20/2017,0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,38002,,,
1838,2495,10/14/2017,0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160,,,
744,56,3/8/2017,1,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,38206,,,
1901,871,11/6/2017,1,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,34996,,,
1902,2096,8/15/2017,0,Approved,Solex,Standard,medium,large,1071.23,380.74,34165,,,
1903,2189,10/8/2017,1,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556,,,
1904,835,10/23/2017,1,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750,,,
1905,2639,9/18/2017,1,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,42458,,,
1070,1120,4/28/2017,0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498,,,
485,693,2/14/2017,1,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,34996,,,
993,2912,11/14/2017,0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487,,,
1906,201,12/2/2017,1,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37220,,,
1907,885,12/23/2017,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218,,,
548,1574,6/15/2017,0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586,,,
1908,239,2/2/2017,0,Approved,OHM Cycles,Road,medium,small,1810,1610.9,39526,,,
344,1965,12/24/2017,0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,36833,,,
1909,2896,1/14/2017,0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,34527,,,
1910,583,11/29/2017,1,Approved,Solex,Standard,medium,medium,441.49,84.99,34071,,,
1911,1168,7/6/2017,0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364,,,
1912,1540,12/25/2017,1,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,34556,,,
1750,958,4/18/2017,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710,,,
512,2839,3/18/2017,1,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429,,,
1050,1669,1/9/2017,0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,42696,,,
103,821,5/15/2017,0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,41345,,,
1913,1061,12/5/2017,1,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064,,,
1607,2304,9/7/2017,1,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34165,,,
870,1589,4/8/2017,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,39880,,,
27,2666,2/18/2017,0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647,,,
967,990,5/23/2017,1,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,36145,,,
142,2992,11/5/2017,1,Approved,Solex,Standard,medium,large,1071.23,380.74,42404,,,
1007,1722,8/27/2017,0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216,,,
1914,2098,10/23/2017,0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626,,,
1678,877,5/4/2017,1,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,39298,,,
1915,3079,5/28/2017,1,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,40672,,,
1916,2155,1/31/2017,1,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880,,,
1776,963,9/13/2017,0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,38258,,,
729,1432,11/27/2017,1,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,40618,,,
450,524,5/16/2017,1,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874,,,
1917,1123,12/6/2017,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470,,,
309,1745,4/27/2017,1,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,40336,,,
1918,490,6/14/2017,1,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859,,,
311,372,7/22/2017,0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,42458,,,
1490,2615,1/15/2017,1,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,33259,,,
1919,324,12/9/2017,1,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,42295,,,
749,1331,8/22/2017,1,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779,,,
920,1107,11/12/2017,0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105,,,
123,3382,7/2/2017,0,Approved,OHM Cycles,Road,medium,small,1810,1610.9,39526,,,
1920,310,9/28/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167,,,
1921,3242,9/3/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,36146,,,
1922,184,4/29/2017,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,39880,,,
1923,384,7/11/2017,0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455,,,
1924,2830,6/5/2017,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218,,,
523,1913,6/25/2017,0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,38258,,,
1925,1381,1/21/2017,0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,35455,,,
1926,1345,11/10/2017,1,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336,,,
1468,781,2/19/2017,0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165,,,
1913,1061,8/14/2017,1,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888,,,
487,1171,3/13/2017,0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,36145,,,
1927,2031,2/20/2017,1,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922,,,
1928,1873,12/22/2017,1,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,35052,,,
1929,1810,12/24/2017,1,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002,,,
1641,1492,11/8/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,33259,,,
1930,937,11/3/2017,0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145,,,
1678,877,2/15/2017,0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38693,,,
919,2759,9/11/2017,1,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,38647,,,
209,621,5/4/2017,1,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115,,,
694,2428,7/21/2017,1,Approved,Solex,Standard,high,medium,1024.66,614.8,41345,,,
1840,2173,5/9/2017,0,Approved,Solex,Standard,medium,large,1061.56,733.58,40487,,,
1931,3191,9/6/2017,0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,34556,,,
747,1307,8/19/2017,1,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,33552,,,
1382,1263,11/18/2017,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218,,,
927,235,10/10/2017,0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549,,,
1281,1545,1/21/2017,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688,,,
91,3470,1/1/2017,0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,39427,,,
655,1929,1/31/2017,0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206,,,
1932,1136,5/8/2017,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031,,,
719,1147,4/27/2017,0,Approved,Solex,Standard,high,large,1842.92,1105.75,38859,,,
1933,409,6/15/2017,1,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,36367,,,
1934,1144,9/14/2017,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,38693,,,
1154,1403,3/29/2017,1,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334,,,
1807,3042,12/19/2017,1,Approved,Solex,Road,medium,large,1777.8,820.78,40670,,,
1935,2635,7/7/2017,0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245,,,
380,225,11/23/2017,0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339,,,
289,792,2/24/2017,0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527,,,
1936,2320,12/6/2017,0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170,,,
1561,272,3/24/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38258,,,
1282,1619,7/28/2017,0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36367,,,
1937,1765,7/9/2017,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193,,,
1003,127,12/7/2017,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218,,,
76,763,2/3/2017,1,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216,,,
1269,2355,2/7/2017,1,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,36361,,,
1938,3231,7/17/2017,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,42105,,,
1248,3228,1/31/2017,1,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915,,,
1562,1348,7/26/2017,1,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499,,,
422,1250,10/23/2017,0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410,,,
1939,1902,7/13/2017,0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,38258,,,
683,3499,1/12/2017,0,Approved,Solex,Standard,medium,medium,478.16,298.72,36146,,,
1940,791,5/14/2017,1,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41848,,,
1941,262,12/20/2017,0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42710,,,
1942,848,8/12/2017,0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710,,,
1943,2181,5/28/2017,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,40487,,,
1944,1240,10/18/2017,1,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,38859,,,
1945,2683,11/9/2017,1,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,33429,,,
409,3417,1/5/2017,1,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429,,,
868,501,5/31/2017,1,Approved,Solex,Standard,medium,medium,441.49,84.99,34071,,,
1843,653,9/26/2017,1,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,42172,,,
1646,2340,7/2/2017,1,Approved,Solex,Standard,medium,medium,1163.89,589.27,40303,,,
1377,2504,9/10/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167,,,
1946,3295,7/16/2017,0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,42226,,,
1222,1104,9/25/2017,1,Approved,Solex,Standard,medium,large,202.62,151.96,42458,,,
399,3117,3/9/2017,1,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,34586,,,
1947,1522,12/21/2017,1,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364,,,
